Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
27,HS90A_HUMAN,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,529,85006,15,15,12,12
,,,,,,,,
,,,,,,,,
,,,,,,,,
29,TRAP1_HUMAN,"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3",513,80345,15,15,9,9
,,,,,,,,
30,MTA2_HUMAN,Metastasis-associated protein MTA2 OS=Homo sapiens GN=MTA2 PE=1 SV=1,493,75717,24,23,17,16
,,,,,,,,
31,SYG_HUMAN,Glycyl-tRNA synthetase OS=Homo sapiens GN=GARS PE=1 SV=2,471,83828,20,19,12,12
,,,,,,,,
32,ACSL3_HUMAN,Long-chain-fatty-acid--CoA ligase 3 OS=Homo sapiens GN=ACSL3 PE=1 SV=3,441,81338,18,18,11,11
,,,,,,,,
33,KLC2_HUMAN,Kinesin light chain 2 OS=Homo sapiens GN=KLC2 PE=1 SV=1,439,69291,19,19,14,14
,,,,,,,,
34,CMC2_HUMAN,Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens GN=SLC25A13 PE=1 SV=2,421,74528,13,13,11,11
,,,,,,,,
35,LMNA_HUMAN,Lamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1,410,74380,16,15,14,13
,,,,,,,,
36,SYRC_HUMAN,"Arginyl-tRNA synthetase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2",398,76129,24,23,15,15
,,,,,,,,
37,VATA_HUMAN,V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=1 SV=2,396,68660,15,15,10,10
,,,,,,,,
38,PYRG1_HUMAN,CTP synthase 1 OS=Homo sapiens GN=CTPS PE=1 SV=2,389,67332,18,18,15,15
,,,,,,,,
39,RFA1_HUMAN,Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens GN=RPA1 PE=1 SV=2,384,68723,14,14,10,10
,,,,,,,,
40,DDX17_HUMAN,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=1,383,72953,13,13,13,13
,,,,,,,,
41,SRP68_HUMAN,Signal recognition particle 68 kDa protein OS=Homo sapiens GN=SRP68 PE=1 SV=2,383,71199,17,16,14,13
,,,,,,,,
42,PDIA4_HUMAN,Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2,383,73229,16,16,13,13
,,,,,,,,
43,ECHA_HUMAN,"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2",377,83688,14,14,13,13
,,,,,,,,
44,DDX3X_HUMAN,ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3,372,73597,15,15,13,13
,,,,,,,,
45,AIFM1_HUMAN,"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens GN=AIFM1 PE=1 SV=1",370,67144,17,17,10,10
,,,,,,,,
46,FUBP1_HUMAN,Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3,370,67690,14,14,12,12
,,,,,,,,
47,SYK_HUMAN,Lysyl-tRNA synthetase OS=Homo sapiens GN=KARS PE=1 SV=3,354,68461,16,16,15,15
,,,,,,,,
48,PABP4_HUMAN,Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1,352,71080,16,16,10,10
,,,,,,,,
49,DHB4_HUMAN,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3,346,80092,10,10,8,8
,,,,,,,,
50,SRP72_HUMAN,Signal recognition particle 72 kDa protein OS=Homo sapiens GN=SRP72 PE=1 SV=3,343,75130,13,13,12,12
,,,,,,,,
51,FLNA_HUMAN,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,340,283301,9,9,8,8
,,,,,,,,
52,MCM7_HUMAN,DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7 PE=1 SV=4,317,81884,15,15,13,13
,,,,,,,,
53,TBC15_HUMAN,TBC1 domain family member 15 OS=Homo sapiens GN=TBC1D15 PE=1 SV=2,316,80352,11,11,9,9
,,,,,,,,
54,TERA_HUMAN,Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4,315,89950,11,11,9,9
,,,,,,,,
55,MOES_HUMAN,Moesin OS=Homo sapiens GN=MSN PE=1 SV=3,307,67892,18,16,13,13
,,,,,,,,
56,AAAT_HUMAN,Neutral amino acid transporter B(0) OS=Homo sapiens GN=SLC1A5 PE=1 SV=2,304,57018,10,9,6,5
,,,,,,,,
57,SEPT9_HUMAN,Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2,298,65646,13,13,9,9
,,,,,,,,
58,DC1I2_HUMAN,Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens GN=DYNC1I2 PE=1 SV=3,292,71811,8,8,5,5
,,,,,,,,
59,MTA1_HUMAN,Metastasis-associated protein MTA1 OS=Homo sapiens GN=MTA1 PE=1 SV=2,291,81420,16,15,12,12
,,,,,,,,
60,PLAK_HUMAN,Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3,283,82434,13,13,9,9
,,,,,,,,
61,GLU2B_HUMAN,Glucosidase 2 subunit beta OS=Homo sapiens GN=PRKCSH PE=1 SV=2,275,60357,15,14,10,9
,,,,,,,,
62,CJ119_HUMAN,UPF0557 protein C10orf119 OS=Homo sapiens GN=C10orf119 PE=1 SV=2,256,73789,9,8,6,5
,,,,,,,,
63,SNX2_HUMAN,Sorting nexin-2 OS=Homo sapiens GN=SNX2 PE=1 SV=2,254,58549,10,9,8,7
,,,,,,,,
64,NDUS1_HUMAN,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens GN=NDUFS1 PE=1 SV=3",253,80443,11,11,10,10
,,,,,,,,
65,THOC1_HUMAN,THO complex subunit 1 OS=Homo sapiens GN=THOC1 PE=1 SV=1,248,76360,7,7,5,5
,,,,,,,,
66,DHSA_HUMAN,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens GN=SDHA PE=1 SV=2",248,73672,11,11,9,9
,,,,,,,,
67,GCP60_HUMAN,Golgi resident protein GCP60 OS=Homo sapiens GN=ACBD3 PE=1 SV=4,245,60841,9,9,6,6
,,,,,,,,
68,ANXA6_HUMAN,Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3,244,76168,12,12,10,10
,,,,,,,,
69,LAP2A_HUMAN,"Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens GN=TMPO PE=1 SV=2",244,76016,9,9,8,8
,,,,,,,,
70,M3K7_HUMAN,Mitogen-activated protein kinase kinase kinase 7 OS=Homo sapiens GN=MAP3K7 PE=1 SV=1,244,67895,7,7,5,5
,,,,,,,,
71,ERG7_HUMAN,Lanosterol synthase OS=Homo sapiens GN=LSS PE=1 SV=1,233,84453,8,8,7,7
,,,,,,,,
72,UBIQ_HUMAN,Ubiquitin OS=Homo sapiens GN=RPS27A PE=1 SV=1,232,8560,10,10,4,4
,,,,,,,,
73,SC23A_HUMAN,Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=2,230,87018,9,9,9,9
,,,,,,,,
74,CSTF3_HUMAN,Cleavage stimulation factor subunit 3 OS=Homo sapiens GN=CSTF3 PE=1 SV=1,230,83325,6,6,5,5
,,,,,,,,
75,HNRPM_HUMAN,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3,214,77749,12,12,8,8
,,,,,,,,
76,4F2_HUMAN,4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3,213,68180,8,8,7,7
,,,,,,,,
77,ACSL1_HUMAN,Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens GN=ACSL1 PE=1 SV=1,212,78919,10,10,8,8
,,,,,,,,
78,GUAA_HUMAN,GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens GN=GMPS PE=1 SV=1,211,77408,12,12,9,9
,,,,,,,,
79,MEN1_HUMAN,Menin OS=Homo sapiens GN=MEN1 PE=1 SV=3,210,68350,5,5,2,2
,,,,,,,,
80,SPDLY_HUMAN,Protein Spindly OS=Homo sapiens GN=CCDC99 PE=1 SV=1,204,70703,8,7,7,6
,,,,,,,,
81,PCCA_HUMAN,"Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens GN=PCCA PE=1 SV=3",204,77932,8,8,6,6
,,,,,,,,
82,RADI_HUMAN,Radixin OS=Homo sapiens GN=RDX PE=1 SV=1,202,68635,12,10,7,7
,,,,,,,,
83,CMC1_HUMAN,Calcium-binding mitochondrial carrier protein Aralar1 OS=Homo sapiens GN=SLC25A12 PE=1 SV=2,200,75114,6,6,5,5
,,,,,,,,
84,TBB5_HUMAN,Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2,197,50095,5,5,4,4
,,,,,,,,
85,CPSF6_HUMAN,Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens GN=CPSF6 PE=1 SV=2,195,59344,6,5,4,4
,,,,,,,,
86,KU86_HUMAN,ATP-dependent DNA helicase 2 subunit 2 OS=Homo sapiens GN=XRCC5 PE=1 SV=3,192,83222,12,11,7,7
,,,,,,,,
87,SYEP_HUMAN,Bifunctional aminoacyl-tRNA synthetase OS=Homo sapiens GN=EPRS PE=1 SV=5,190,172080,7,7,6,6
,,,,,,,,
88,FILA2_HUMAN,Filaggrin-2 OS=Homo sapiens GN=FLG2 PE=1 SV=1,190,249296,5,5,2,2
,,,,,,,,
89,ADAS_HUMAN,"Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens GN=AGPS PE=1 SV=1",183,73664,8,8,6,6
,,,,,,,,
90,MAGD2_HUMAN,Melanoma-associated antigen D2 OS=Homo sapiens GN=MAGED2 PE=1 SV=2,182,65085,5,5,5,5
,,,,,,,,
91,KHDR1_HUMAN,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1 PE=1 SV=1",179,48311,7,7,6,6
,,,,,,,,
92,PSMD3_HUMAN,26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2,178,61054,7,6,7,6
,,,,,,,,
93,P5CS_HUMAN,Delta-1-pyrroline-5-carboxylate synthetase OS=Homo sapiens GN=ALDH18A1 PE=1 SV=2,175,87989,8,8,7,7
,,,,,,,,
94,EZRI_HUMAN,Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4,174,69484,11,9,8,8
,,,,,,,,
95,TOM70_HUMAN,Mitochondrial import receptor subunit TOM70 OS=Homo sapiens GN=TOMM70A PE=1 SV=1,169,68096,11,10,9,8
,,,,,,,,
96,NS1BP_HUMAN,Influenza virus NS1A-binding protein OS=Homo sapiens GN=IVNS1ABP PE=1 SV=3,167,72937,11,10,8,7
,,,,,,,,
97,FAF1_HUMAN,FAS-associated factor 1 OS=Homo sapiens GN=FAF1 PE=1 SV=2,167,74364,4,4,3,3
,,,,,,,,
98,MARCS_HUMAN,Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens GN=MARCKS PE=1 SV=4,165,31707,7,7,4,4
,,,,,,,,
99,KLC1_HUMAN,Kinesin light chain 1 OS=Homo sapiens GN=KLC1 PE=1 SV=2,164,65782,12,11,9,9
,,,,,,,,
100,NCPR_HUMAN,NADPH--cytochrome P450 reductase OS=Homo sapiens GN=POR PE=1 SV=2,160,77097,9,9,6,6
,,,,,,,,
101,A16A1_HUMAN,Aldehyde dehydrogenase family 16 member A1 OS=Homo sapiens GN=ALDH16A1 PE=1 SV=2,158,86100,7,7,4,4
,,,,,,,,
102,LARP7_HUMAN,La-related protein 7 OS=Homo sapiens GN=LARP7 PE=1 SV=1,155,67143,7,7,3,3
,,,,,,,,
103,ORC3_HUMAN,Origin recognition complex subunit 3 OS=Homo sapiens GN=ORC3L PE=1 SV=1,155,83285,6,6,2,2
,,,,,,,,
104,SYTC_HUMAN,"Threonyl-tRNA synthetase, cytoplasmic OS=Homo sapiens GN=TARS PE=1 SV=3",155,84294,5,5,5,5
,,,,,,,,
105,ALBU_HUMAN,Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2,152,71317,5,5,3,3
,,,,,,,,
106,MCM6_HUMAN,DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1,151,93801,4,4,4,4
,,,,,,,,
107,KLC4_HUMAN,Kinesin light chain 4 OS=Homo sapiens GN=KLC4 PE=1 SV=3,148,69054,5,5,5,5
,,,,,,,,
108,CLH1_HUMAN,Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5,147,193260,4,4,3,3
,,,,,,,,
109,DDX41_HUMAN,Probable ATP-dependent RNA helicase DDX41 OS=Homo sapiens GN=DDX41 PE=1 SV=2,147,70477,6,6,5,5
,,,,,,,,
110,ZYX_HUMAN,Zyxin OS=Homo sapiens GN=ZYX PE=1 SV=1,145,62436,6,6,5,5
,,,,,,,,
111,DDX5_HUMAN,Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1,144,69618,6,6,6,6
,,,,,,,,
112,IPO5_HUMAN,Importin-5 OS=Homo sapiens GN=IPO5 PE=1 SV=4,142,125032,3,3,2,2
,,,,,,,,
113,SYTM_HUMAN,"Threonyl-tRNA synthetase, mitochondrial OS=Homo sapiens GN=TARS2 PE=1 SV=1",142,81841,6,6,5,5
,,,,,,,,
114,CCD22_HUMAN,Coiled-coil domain-containing protein 22 OS=Homo sapiens GN=CCDC22 PE=1 SV=1,141,71054,6,6,6,6
,,,,,,,,
115,ODP2_HUMAN,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLAT PE=1 SV=3",140,69466,7,7,5,5
,,,,,,,,
116,ACSL4_HUMAN,Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens GN=ACSL4 PE=1 SV=2,139,80220,6,5,5,5
,,,,,,,,
117,CPSF3_HUMAN,Cleavage and polyadenylation specificity factor subunit 3 OS=Homo sapiens GN=CPSF3 PE=1 SV=1,139,78120,6,6,5,5
,,,,,,,,
118,P66B_HUMAN,Transcriptional repressor p66-beta OS=Homo sapiens GN=GATAD2B PE=1 SV=1,138,65562,6,5,4,3
,,,,,,,,
119,SF01_HUMAN,Splicing factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4,137,68514,5,5,4,4
,,,,,,,,
120,NUCL_HUMAN,Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3,136,76625,8,8,8,8
,,,,,,,,
121,SAMH1_HUMAN,SAM domain and HD domain-containing protein 1 OS=Homo sapiens GN=SAMHD1 PE=1 SV=2,135,72896,6,6,6,6
,,,,,,,,
122,TXLNA_HUMAN,Alpha-taxilin OS=Homo sapiens GN=TXLNA PE=1 SV=3,134,62195,11,9,8,7
,,,,,,,,
123,CALD1_HUMAN,Caldesmon OS=Homo sapiens GN=CALD1 PE=1 SV=2,134,93251,6,6,5,5
,,,,,,,,
124,MIRO2_HUMAN,Mitochondrial Rho GTPase 2 OS=Homo sapiens GN=RHOT2 PE=1 SV=2,133,69101,7,7,5,5
,,,,,,,,
125,PAF1_HUMAN,RNA polymerase II-associated factor 1 homolog OS=Homo sapiens GN=PAF1 PE=1 SV=2,133,60110,6,5,5,5
,,,,,,,,
126,HNRPU_HUMAN,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6,133,91269,8,8,7,7
,,,,,,,,
127,MCCA_HUMAN,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens GN=MCCC1 PE=1 SV=3",131,80935,4,4,3,3
,,,,,,,,
128,HAUS5_HUMAN,HAUS augmin-like complex subunit 5 OS=Homo sapiens GN=HAUS5 PE=1 SV=2,130,72265,6,6,4,4
,,,,,,,,
129,DNM1L_HUMAN,Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=1 SV=2,128,82339,4,4,3,3
,,,,,,,,
130,EIF3B_HUMAN,Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B PE=1 SV=3,127,92823,8,8,6,6
,,,,,,,,
131,CDC16_HUMAN,Cell division cycle protein 16 homolog OS=Homo sapiens GN=CDC16 PE=1 SV=2,125,72408,4,4,3,3
,,,,,,,,
132,TCPG_HUMAN,T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4,119,61066,3,3,3,3
,,,,,,,,
133,DSG1_HUMAN,Desmoglein-1 OS=Homo sapiens GN=DSG1 PE=1 SV=1,119,114670,2,2,2,2
,,,,,,,,
134,WDR26_HUMAN,WD repeat-containing protein 26 OS=Homo sapiens GN=WDR26 PE=1 SV=3,118,73048,5,5,4,4
,,,,,,,,
135,SCRB2_HUMAN,Lysosome membrane protein 2 OS=Homo sapiens GN=SCARB2 PE=1 SV=2,118,54712,6,6,4,4
,,,,,,,,
136,GFPT1_HUMAN,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1 PE=1 SV=3,118,79555,3,3,3,3
,,,,,,,,
137,IF2B1_HUMAN,Insulin-like growth factor 2 mRNA-binding protein 1 OS=Homo sapiens GN=IGF2BP1 PE=1 SV=1,117,63759,4,4,4,4
,,,,,,,,
138,ENPL_HUMAN,Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1,117,92696,3,3,3,3
,,,,,,,,
139,HAUS3_HUMAN,HAUS augmin-like complex subunit 3 OS=Homo sapiens GN=HAUS3 PE=1 SV=1,116,70006,5,5,2,2
,,,,,,,,
140,EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1,115,166867,6,6,6,6
,,,,,,,,
141,MFAP1_HUMAN,Microfibrillar-associated protein 1 OS=Homo sapiens GN=MFAP1 PE=1 SV=2,115,51927,5,5,4,4
,,,,,,,,
142,ABCF3_HUMAN,ATP-binding cassette sub-family F member 3 OS=Homo sapiens GN=ABCF3 PE=1 SV=2,115,80094,3,3,3,3
,,,,,,,,
143,NUP88_HUMAN,Nuclear pore complex protein Nup88 OS=Homo sapiens GN=NUP88 PE=1 SV=2,114,84629,4,4,3,3
,,,,,,,,
144,HEAT3_HUMAN,HEAT repeat-containing protein 3 OS=Homo sapiens GN=HEATR3 PE=1 SV=2,114,75789,4,4,4,4
,,,,,,,,
145,THOP1_HUMAN,Thimet oligopeptidase OS=Homo sapiens GN=THOP1 PE=1 SV=2,114,79702,6,6,5,5
,,,,,,,,
146,ABCD3_HUMAN,ATP-binding cassette sub-family D member 3 OS=Homo sapiens GN=ABCD3 PE=1 SV=1,113,75941,2,2,2,2
,,,,,,,,
147,IF4B_HUMAN,Eukaryotic translation initiation factor 4B OS=Homo sapiens GN=EIF4B PE=1 SV=2,113,69167,5,5,3,3
,,,,,,,,
148,LETM1_HUMAN,"LETM1 and EF-hand domain-containing protein 1, mitochondrial OS=Homo sapiens GN=LETM1 PE=1 SV=1",113,83986,4,3,4,3
,,,,,,,,
149,SNX1_HUMAN,Sorting nexin-1 OS=Homo sapiens GN=SNX1 PE=1 SV=3,113,59147,5,4,5,4
,,,,,,,,
150,CALX_HUMAN,Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2,109,67982,7,7,5,5
,,,,,,,,
151,P66A_HUMAN,Transcriptional repressor p66-alpha OS=Homo sapiens GN=GATAD2A PE=1 SV=1,108,68363,5,5,4,4
,,,,,,,,
152,TPR_HUMAN,Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3,108,267530,3,3,3,3
,,,,,,,,
153,AT1A1_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1,107,114135,3,3,2,2
,,,,,,,,
154,TAF4_HUMAN,Transcription initiation factor TFIID subunit 4 OS=Homo sapiens GN=TAF4 PE=1 SV=2,105,110332,2,2,2,2
,,,,,,,,
155,SRPR_HUMAN,Signal recognition particle receptor subunit alpha OS=Homo sapiens GN=SRPR PE=1 SV=2,104,70223,5,4,4,4
,,,,,,,,
156,MCM4_HUMAN,DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5,104,97068,5,5,5,5
,,,,,,,,
157,DESP_HUMAN,Desmoplakin OS=Homo sapiens GN=DSP PE=1 SV=3,101,334021,5,5,5,5
,,,,,,,,
158,DCP1A_HUMAN,mRNA-decapping enzyme 1A OS=Homo sapiens GN=DCP1A PE=1 SV=1,101,63410,3,3,2,2
,,,,,,,,
159,SF3B1_HUMAN,Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3,100,146479,4,4,4,4
,,,,,,,,
,,,,,,,,
,,,,,,,,
161,ASPC1_HUMAN,Tether containing UBX domain for GLUT4 OS=Homo sapiens GN=ASPSCR1 PE=1 SV=1,99,60659,3,3,3,3
,,,,,,,,
162,SNX9_HUMAN,Sorting nexin-9 OS=Homo sapiens GN=SNX9 PE=1 SV=1,99,66949,3,3,2,2
,,,,,,,,
163,GT251_HUMAN,Procollagen galactosyltransferase 1 OS=Homo sapiens GN=GLT25D1 PE=1 SV=1,99,71933,6,5,4,3
,,,,,,,,
164,DCD_HUMAN,Dermcidin OS=Homo sapiens GN=DCD PE=1 SV=2,98,11391,3,3,2,2
,,,,,,,,
165,RBP10_HUMAN,Ran-binding protein 10 OS=Homo sapiens GN=RANBP10 PE=1 SV=1,98,68013,3,3,3,3
,,,,,,,,
166,FXR1_HUMAN,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens GN=FXR1 PE=1 SV=3,97,70020,3,3,2,2
,,,,,,,,
167,PLOD1_HUMAN,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens GN=PLOD1 PE=1 SV=2",97,84068,3,3,3,3
,,,,,,,,
168,WDR48_HUMAN,WD repeat-containing protein 48 OS=Homo sapiens GN=WDR48 PE=1 SV=1,97,77018,3,3,3,3
,,,,,,,,
169,PPM1G_HUMAN,Protein phosphatase 1G OS=Homo sapiens GN=PPM1G PE=1 SV=1,95,59919,3,3,3,3
,,,,,,,,
170,DPOA2_HUMAN,DNA polymerase alpha subunit B OS=Homo sapiens GN=POLA2 PE=1 SV=2,95,66762,4,4,4,4
,,,,,,,,
171,NDC80_HUMAN,Kinetochore protein NDC80 homolog OS=Homo sapiens GN=NDC80 PE=1 SV=1,95,74380,5,5,4,4
,,,,,,,,
172,CSTF2_HUMAN,Cleavage stimulation factor subunit 2 OS=Homo sapiens GN=CSTF2 PE=1 SV=1,94,61035,3,3,3,3
,,,,,,,,
,,,,,,,,
,,,,,,,,
174,AMPB_HUMAN,Aminopeptidase B OS=Homo sapiens GN=RNPEP PE=1 SV=2,93,73234,4,4,3,3
,,,,,,,,
175,LYRIC_HUMAN,Protein LYRIC OS=Homo sapiens GN=MTDH PE=1 SV=2,93,63856,3,3,2,2
,,,,,,,,
176,DCTN1_HUMAN,Dynactin subunit 1 OS=Homo sapiens GN=DCTN1 PE=1 SV=3,91,142348,2,2,1,1
,,,,,,,,
177,WASF1_HUMAN,Wiskott-Aldrich syndrome protein family member 1 OS=Homo sapiens GN=WASF1 PE=1 SV=1,91,61899,2,2,2,2
,,,,,,,,
178,SC23B_HUMAN,Protein transport protein Sec23B OS=Homo sapiens GN=SEC23B PE=1 SV=2,90,87393,6,6,4,4
,,,,,,,,
179,K6PL_HUMAN,"6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6",89,85762,3,3,2,2
,,,,,,,,
180,LYSC_HUMAN,Lysozyme C OS=Homo sapiens GN=LYZ PE=1 SV=1,89,16982,2,2,1,1
,,,,,,,,
181,CD2AP_HUMAN,CD2-associated protein OS=Homo sapiens GN=CD2AP PE=1 SV=1,88,71635,4,4,4,4
,,,,,,,,
182,PTCD3_HUMAN,"Pentatricopeptide repeat-containing protein 3, mitochondrial OS=Homo sapiens GN=PTCD3 PE=1 SV=3",88,79184,2,2,2,2
,,,,,,,,
183,EWS_HUMAN,RNA-binding protein EWS OS=Homo sapiens GN=EWSR1 PE=1 SV=1,88,68721,2,2,2,2
,,,,,,,,
